reviewer_initials,paperid,version,link
mfc,bowlby2022,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,leu2016,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,sala2014,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,stalder2020,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,alerstam1996,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,delgiudice2018,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,kjaer2022,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,klimley2017,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,peres2023,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,decastro2014,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,adachi2017,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,leighty2009,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,andrews1998,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,zhang2019b,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,aoki2021,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,benson2018,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,lescroel2020,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,sibbald2011,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,taylor2017,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,cerritelli2020,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,gales2012,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
mfc,kohut2014,v0.1,https://docs.google.com/spreadsheets/d/1zRA77pWp4nFZ9sjhVKXxxe0TBSg96QBC0L8XThshfQE
tac,lesmerises2018a,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,santos2019b,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,neave2021,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,peschko2021,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,hart2020b,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,goncalves2021,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,johnson2016a,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,cleasby2015,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,farthing2020,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
tac,harrington2020,v0.1,https://docs.google.com/spreadsheets/d/1wSzD3vzcam_RS9KnAcjemx5q12QMGcMYU2s-Tz1pbyI
arp,walton2021a,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,delarosa2019,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,russell2012,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,brewster2021,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,hampton2021,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,clark2010,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,albertsen2019,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,tavares2023,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,vanderkolk2022b,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,stewart2013,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,alvarenga2016a,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,stafford2018,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,nowacek2016,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,balmer2018,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,cones2022,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,shearer2019,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,sheppard2010,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,mott2015,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,wolfson2020,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,graesli2020a,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,kadar2019,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,portelinha2022,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,rushen2012a,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,orgeret2021,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,mccafferty2007,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,combrink2017,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,akesson2014,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,havmoller2021,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,ogun2022,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,maclean2007,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,lesmerises2018a,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,santos2019b,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,neave2021,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,peschko2021,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,hart2020b,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,goncalves2021,v0.1,https://docs.google.com/spreadsheets/d/1QQ1pBLUpdMqe_lp6J1eTIRFFz9iVtj0L
arp,parga2011,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,bombieri2021,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,lenske2018,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,thaker2019,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,angelier2008,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,studd2021,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,bolton2019,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,shillinger2011,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,migli2021,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,nosal2019,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,alfonso2020,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,dendrinos2007,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,cullen2023,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
arp,cade2018,v0.2,https://docs.google.com/spreadsheets/d/16CXFYVccd1viJqU3OwBMuAMPO0lZks_j9Wh9ZUXKfR4
cmh,paun2022,v0.2,https://docs.google.com/spreadsheets/d/1wXVW9ib-lmjkcSfxPnaz-arY9wy75_cNsMlPsPwfUaU
cmh,daunt2014,v0.2,https://docs.google.com/spreadsheets/d/1wXVW9ib-lmjkcSfxPnaz-arY9wy75_cNsMlPsPwfUaU
ecn,shuert2022,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,janeau2004,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,vanderkolk2022a,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,blanchet2018,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,huon2021,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,ripperger2019,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,hayashi2014,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,lea2006,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,mcclintock2018,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,eckert2008,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,waite2012,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,vardanis2011,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,pape2015a,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,lander2011,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,etherington2010,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,kranstauber2019,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,heard2008,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,moreau2009,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,thys2001,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,eriksen2011,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,wilkinson2019,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,literak2022,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,hart2018a,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,jensen2020,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,cox2020,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,michelangeli2022,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,merrill2003a,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,hampton2021,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,kjellen1997,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,schulte2021,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,farrell2008,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,standfuss2022,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,palmer2023,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,revelles2007a,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,nakamura2014,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,rasiulis2014,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,dyson2020,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,brown2011,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,gonzalezgurriaran2002,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,lush2016,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,gervasi2006,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,diouf2016,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,solovyeva2019,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,franks2021,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,ericsson2015a,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
ecn,pagano2019,v0.2,https://docs.google.com/spreadsheets/d/1l_ZRgCYh2gNSbx2ppNBAlKcQboBJshlzOKbw6P6aBHY
mfc,melovski2020,v0.2,https://docs.google.com/spreadsheets/d/1IhkhpLklyM3nmaJLHYxkOu2kTYefaFQ9MCEqmNyx0cw
mfc,afonso2014,v0.2,https://docs.google.com/spreadsheets/d/1IhkhpLklyM3nmaJLHYxkOu2kTYefaFQ9MCEqmNyx0cw
star,khosravifard2018,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c
star,mercker2021,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c
star,skarin2008,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c
star,mcgranahan2018,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c
star,naromaciel2018,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c
star,feldt2016,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c
star,maurmann2021,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c
star,freitas2009,v0.2,https://docs.google.com/spreadsheets/d/14vD_NsIkwU5fCFm5B5T6fY87gWoB4moqkTrQWgtMe0c